Protein;MW;100K1;100K2;100K3;100K4;50K1;50K2;50K3;50K4;30K1;30K2;30K3;30K4;10K1;10K2;10K3;10K4
P07260;24254.23;404368.625;364253.09375;394846.25;362820.4375;405665.6875;337181.75;329186.375;506872.875;403065.6875;502831.71875;525952.1875;507766.84375;4894422;4073725.5;3525599;3207383.5
P07262;49569.95;140684.125;191833.578125;216767.3125;217167.3125;4789.96826171875;7332.498046875;13595.0927734375;7106.9150390625;0;0;0;0;0;0;0;0
P07263;59952.57;31138.7265625;34276.390625;36562.03125;41890.73046875;31944.998046875;29566.830078125;25044.146484375;38266.86328125;69853.6015625;74799.5234375;52650.375;68027.0546875;246387.21875;214717.453125;190455.34375;198783.609375
P07264;85794.46;46306.9296875;53325.16796875;47712.8984375;62103.48046875;36543.4140625;42689.984375;55475.421875;23007.38671875;17694.373046875;7903.70947265625;6854.8291015625;9514.3544921875;0;0;0;0
P07267;44498.99;189953.890625;223357.859375;222391.078125;202460.40625;204998.40625;172724.390625;198346.75;189172.21875;302988.125;146376.46875;179365.25;200918.890625;51088.91015625;35841.52734375;39039.47265625;35554.78125
P07269;63390.84;0;0;0;0;0;0;0;0;13001.2763671875;10276.8388671875;18697.951171875;12252.1806640625;21975.568359375;25622.447265625;23211.27734375;22807.49609375
P07270;34088.84;6866.060546875;10133.0126953125;12213.8203125;7473.8046875;115229.1640625;115142.609375;97375.9921875;140854.140625;168439.765625;246019.078125;221267.6875;239199.78125;847291.625;750517.875;657693.9375;704614.875
P07273;34843.46;56960.65234375;53832.34375;63606.8359375;49464.6953125;92321.6640625;88229.921875;87381.96875;123465.25;255327.4375;272321.5;262485.34375;268747.90625;729403.9375;644817.8125;629337.25;645194
P07274;13677.44;264364.8125;268786.09375;252736.140625;279239.34375;1130391.5;981107.625;825241.8125;1205341.75;584006.75;1416705.75;1355191.125;1394444.5;3991988.25;4033110;4257561;4156899.25
P07276;117837.99;0;0;0;0;0;0;0;0;29375.154296875;39304.96875;37095.71875;29148.763671875;0;0;0;0
P07277;48459.51;7159.4677734375;11366.3994140625;26509.10546875;16073.8076171875;0;0;0;0;0;0;0;0;0;0;0;0
P07278;47219.08;377375.34375;354496.3125;351064.625;329270.46875;351386.3125;339198.40625;346062.6875;333105.65625;779006.75;691925.9375;705176.625;664776.6875;1097612.125;1055828.5;997680;966401.6875
P07280;15917.1;338792.75;408927.21875;288075.0625;276765.375;0;0;0;0;0;0;0;0;0;0;0;0
P07281;15891.07;8698440;8080324;7332962;7398997.5;67175.2265625;64820.30859375;53760.703125;95841.3203125;0;0;0;0;0;0;0;0
P07283;29062.91;342914.46875;363061.9375;391229.4375;354095.53125;501615.5625;546436.4375;503745.46875;360601.625;2050303.625;519798.0625;717370.25;759266.375;189215.5625;155930.390625;145304.234375;149974.671875
P07284;53309.58;202469.109375;275242.71875;352283.65625;323372.78125;114761.6015625;137499.65625;180689.75;84766.78125;186855.109375;138634.15625;122272.4375;133218.625;491392.46875;470256.3125;440528.09375;475373.71875
P07342;74936.76;9864.6806640625;10971.4150390625;17046.45703125;18249.490234375;8300.607421875;2987.28100585938;7374.7431640625;4447.64453125;73969.9765625;41564.9453125;64381.9609375;70545.3046875;273810.09375;284801.125;194321.671875;223565.8125
P07560;23505.7;58864.2421875;101387.3515625;156527.828125;117043.2578125;87911.890625;82343.921875;108682.125;65089.0546875;314456.75;134446.328125;92268.015625;160993.28125;436310.25;313464.78125;297122.9375;309006.5625
P07703;37686.69;101001.9296875;119266.4140625;116301.9453125;120870.3125;42834.703125;49760.3671875;49100.88671875;22924.416015625;111261.203125;82601.9375;122627.3046875;97220.359375;104013.0078125;73048.4296875;35905.89453125;59532.01171875
P07806;125769.78;141306.4375;160706.40625;186212.515625;188344.8125;199140.109375;197348.8125;185296.125;221689.015625;429473.0625;528060.4375;490565.25;522833.28125;2056637.375;1812939.25;1744388;1673289.875
P07807;24260.99;0;0;0;0;22408.5078125;34769.87109375;28843.716796875;5627.54638671875;498525.9375;49599.47265625;47426.2421875;75330.5546875;0;0;0;0
P07991;46086.01;86344.6171875;105354.703125;120218.1796875;188816.171875;185905.359375;292634.1875;303064.5625;85507.6875;87191.96875;27663.8828125;35511.4453125;40503.171875;89847.4765625;69181.3671875;41496.97265625;44360.4765625
P08018;72719.83;10750.5556640625;9155.9033203125;9506.853515625;10250.087890625;24351.2421875;23080.751953125;21148.140625;33292.2109375;190079.34375;225897.984375;206618.1875;201915.5;512184.8125;473783.25;478273.0625;463077.15625
P08153;79775.09;0;0;0;0;0;0;0;0;27484.775390625;27392.373046875;17348.85546875;8727.673828125;49640.35546875;37231.5390625;37895.80859375;39803.09375
P08417;53151.84;83213.6484375;80708.5625;103498.796875;117108.6640625;42373.78515625;52211.30078125;73326.1484375;26506.96875;34518.10546875;43139.86328125;33219.57421875;38515.12109375;217392.15625;163324.625;127402.0390625;143248.3125
P08518;138751.45;176088.4375;173518.515625;175872.453125;178382.78125;0;0;0;0;0;0;0;0;112485.84375;86463.75;65146.78125;91256.5078125
P08524;40483.42;81978.734375;104043.265625;147030.046875;178346.90625;285971.625;431785.5;459364.78125;136367.8125;309624.0625;61786.43359375;81918.5234375;105223.15625;42997.3828125;35662.98828125;22330.97265625;25478.373046875
P08678;227833.85;6744.05029296875;6258.74267578125;5202.4970703125;4929.56591796875;12556.8515625;13473.560546875;10403.7958984375;15237.552734375;23002.056640625;35320.55859375;33021.9453125;30373.671875;183635.0625;190588.953125;159079.078125;181338.0625
P09032;65699.56;7956.39013671875;6115.3359375;8147.4375;8666.890625;10854.5068359375;13273.056640625;11714.1923828125;13340.4423828125;11826.958984375;37020.7890625;40570.2578125;43670.203125;0;0;0;0
P09064;31574.19;229533.296875;220089.265625;234027.375;189324.046875;891664.375;853117.5625;823246.375;1173667.25;2583872.5;4618749.5;4370810.5;4282699;12846599;11141074;11040586;11521456
P09232;69621.4;297023.8125;259823.40625;278681.75;233261.25;401893.1875;358767.0625;402896.9375;496742.53125;169874.734375;158409.171875;172606.09375;143966.921875;184796.9375;191172.15625;142922.890625;139930.25
P09436;122983.5;79300.65625;103546.9765625;109089.109375;151058.453125;15640.5703125;30455.802734375;44489.12890625;11452.515625;0;0;0;0;0;0;0;0
P09457;22814.4;66064.484375;64577.96484375;66382.5546875;47636.34375;82383.2578125;61764.20703125;49062.03125;63996.625;180373.921875;201075.3125;182392.03125;229845.0625;156975.9375;133579.625;158773.828125;134618.078125
P09620;82245.04;18351.91796875;10144.525390625;7021.7001953125;5153.09130859375;0;0;0;0;0;0;0;0;0;0;0;0
P09624;54010.05;30708.212890625;35627.83984375;44242.73046875;40822.24609375;57656.9375;74551.953125;83775.9375;35009.359375;26696.66015625;50667.171875;42604.97265625;52684.8828125;28063.8984375;26132.302734375;19197.255859375;14731.609375
P09733;49800.04;85329.84375;84996.0625;88865.734375;108368.2578125;22922.599609375;41682.1015625;57533.47265625;16933.318359375;0;0;0;0;0;0;0;0
P09734;49694.02;106713.7890625;107516.8515625;83788.171875;90717.2890625;57031.23828125;53229.390625;50819.6875;19055.142578125;0;0;0;0;0;0;0;0
P09798;94992.2;0;0;0;0;0;0;0;0;20885.044921875;49838.20703125;45181.07421875;55887.51953125;212477.34375;179327.734375;159389.1875;179855.46875
P09938;46147.43;235927.71875;341556.0625;550540.0625;414536.65625;347289.59375;417234.65625;498902.34375;404565.5;1012887.8125;957528.6875;866949.6875;894159.5;6194575.5;5764258;5233748.5;5239630.5
P09959;90559.87;0;0;0;0;0;0;0;0;75414.765625;115085.84375;81739.0859375;107254.171875;92009.71875;108243.0234375;126597.0390625;105694.5859375
P0C0V8;9745.83;1922586.25;1900731.25;1570051.5;1724073.125;216055.515625;180337.609375;187999.9375;218722.765625;487724.78125;443651.34375;294516.0625;377329.46875;649005.125;581108.5;596528.4375;484339.4375
P0C0X0;7564.8;1366541;519751.53125;359815.0625;499579.78125;53735.25;53581.55078125;43819.2265625;92174.4453125;11670.2275390625;79132.46875;60487.7890625;71804.0703125;160610.96875;248019.21875;235291.421875;183336.09375
P0C2H6;15531.28;1024669.8125;999213.125;973194.25;819152.6875;0;0;0;0;0;0;0;0;0;0;0;0
P0C2H8;12953.1;3107378.75;2899750.75;2459276.75;2096701.625;18235.86328125;23493.9609375;12724.275390625;25850.740234375;39144.9140625;44130.234375;49730.9765625;49207.6171875;269206.96875;215764.421875;155541.46875;179924.375
P0C2H9;12967.13;161882.96875;66667.5078125;40228.08984375;49721.8203125;0;0;0;0;0;0;0;0;0;0;0;0
P0C2I8;49003.42;8285.3056640625;2533.91845703125;3324.97290039063;3366.50854492188;7855.6015625;8211.2177734375;4810.603515625;16306.0693359375;16126.408203125;37064.84375;29272.962890625;23819.689453125;99736.15625;174079.3125;157749.96875;168186.71875
P0C2J1;198374.06;41939.375;14276.927734375;11557.3271484375;13120.96875;0;0;0;0;32741.583984375;60305.6171875;38519.38671875;33158.19140625;102877.53125;207775.03125;167352.4375;208011.546875
P0CE41;166107.95;0;0;0;0;0;0;0;0;13213.1796875;27100.58203125;21961.654296875;24605.896484375;95291.625;69104.7734375;61517.72265625;75624.921875
P0CS90;70627.83;1819925.125;1996179.25;2044164.75;2011250.5;4663029;5041765;4815600;3191591.75;4567541;4106921.5;4220699;4181374.75;3394789.25;3165057;3045863;3044776.5
P0CT04;8589.81;259538.890625;222779.21875;252392.578125;214625.796875;422888.5;418559.40625;393382.03125;663833.6875;994785.5625;1131371.25;885771.8125;913981.4375;9390431;8753512;8367185.5;9556233
P0CT86;8954.97;0;0;0;0;0;0;0;0;25312.703125;51263.078125;38884.50390625;32411.845703125;136838.21875;116699.3203125;94281.859375;87092.7109375
P10080;32989.57;1457231.125;1353376;1296277.375;1198737.125;2224622.5;2060724.75;2014707.875;2658905.25;4258686;5091874.5;5009785.5;4293303;7072955.5;7288093.5;6757829.5;6964819.5
P10081;44697.14;707605.25;697573.5;684848.1875;748911.4375;611799.5;830100.125;711918.9375;391341.65625;7730750;1774276.75;1931592.25;1904541.875;1612426.75;2094663.875;1887421.25;1900577.75
P10356;49490.22;9539.6455078125;20535.44140625;17629.4765625;24615.59375;22545.375;48290.73828125;51560.11328125;8062.9482421875;50905.421875;10982.4990234375;14238.7529296875;22995.544921875;0;0;0;0
P10363;47690.42;0;0;0;0;0;0;0;0;0;0;0;0;272407.59375;249020.03125;139225.71875;124644.4765625
P10507;51083.78;13559.0986328125;17308.205078125;18834.5390625;15412.1328125;0;0;0;0;45667.6640625;15697.6865234375;23599.9375;15155.5546875;0;0;0;0
P10591;69657.24;4362414.5;4014429.75;3319084.5;3404436.75;8901944;8611616;8286681.5;9071202;5980512.5;7656210;8975976;8279420.5;5004609;4656787.5;4521088.5;4607628.5
P10592;69470;15859431;17214852;16607008;16020000;41029880;38936980;39173676;34277048;24255536;23543574;29619570;28706720;13036718;12500183;12294995;11519259
P10622;10667.6;1626895;1527042;1112260.75;370064.4375;1307967.125;1456641.875;1892703.125;2712045.5;1497433.375;1578135.75;1420157.125;1619282.625;279348.40625;267521.84375;303506.9375;218624.328125
P10659;41818.34;228531.90625;279943.40625;360911;394954.71875;204446;261493;348144.5;147152.296875;740398.0625;140733.640625;175193.5;234549.546875;108589.7578125;79693.3828125;90254.96875;80838.1171875
P10664;39092.09;1239773.625;1721868.5;1676496;1442372;81479.59375;84412.2421875;71463.7421875;127599.203125;258411.1875;285054.75;271601.59375;236473.765625;3500532.25;2789903.75;2161469.25;2246963
P10823;50447.65;16034.4052734375;18905.63671875;21853.80859375;14870.39453125;0;0;0;0;0;0;0;0;40565.87890625;33348.109375;26141.5234375;40576.33984375
P10863;24906.33;0;0;0;0;10193.0673828125;14093.3037109375;14397.328125;11583.4375;27511.642578125;47234.65234375;46975.30859375;38943.21875;136929.375;112412.2109375;117269.9375;128212.953125
P10869;58109.72;4339.48291015625;4559.5830078125;5402.75048828125;4909.595703125;0;0;0;0;0;0;0;0;0;0;0;0
P10961;93282.24;15168.6044921875;14611.5341796875;17810.56640625;16903.72265625;26831.646484375;24204.3125;27377.642578125;31131.869140625;92728.9765625;99095.9375;103105.546875;99453.703125;144461.453125;192189.484375;180173.46875;183502.890625
P10964;186431.59;65910.1796875;75206.765625;85472.484375;90582.796875;10233.908203125;11509.6376953125;10622.2255859375;13954.0859375;14900.0703125;31326.8046875;33329.984375;32580.416015625;163557.15625;143006.765625;117924.5078125;128723.8359375
P11075;226885.98;0;0;0;0;0;0;0;0;6211.0400390625;7557.8330078125;3367.62841796875;5719.22802734375;25865.548828125;17113.81640625;13430.408203125;25426.119140625
P11076;20529.47;28290.935546875;36333.36328125;59103.94921875;28994.396484375;11718.7099609375;14035.603515625;8188.73828125;6378.4443359375;535682.4375;37623.2734375;49928.0859375;72467.7578125;0;0;0;0
P11154;130099.48;0;0;0;0;24061.40625;52061.125;68793.1484375;10256.005859375;0;0;0;0;0;0;0;0
P11353;37711.56;58251.3828125;76104.53125;79579.5;74025.4140625;121465.0703125;185665.234375;179939.90625;59617.46875;276380.5625;75109.828125;82118.53125;93102.7578125;155035.40625;117918.4296875;77380.734375;78178.28125
P11412;57521.56;80263.4921875;127132.6796875;180626.609375;239793.765625;112512.8828125;186903.3125;206071.1875;43252.609375;66072.375;29612.59375;27409.34765625;26615.134765625;118092.9609375;88414.4765625;47577.6875;60373.0390625
P11484;66601.59;3464593;3850829;3757921.75;3837624.75;5784652.5;6525434.5;5990178;4302273;14687840;14778790;17473406;17479972;15335772;14130024;13753939;11749011
P11491;63004.11;28233.98046875;31656.15234375;34455.75390625;40891.65625;32097.115234375;34454.7109375;41871.16015625;36365.36328125;10306.9619140625;16029.6435546875;11646.4833984375;19818.255859375;0;0;0;0
P11632;10802.33;808496.75;795533.8125;824585.75;859020.125;926746.625;855812.375;778161.3125;970471.1875;1762630.25;2271632;2365533.5;2358855;3214996.5;2926186.5;2914207.75;3023668.75
P11633;11475.97;634984.125;592523.25;566550.875;586379;619554.25;551606.5;533693.5625;680689.375;1935251.625;1677701.375;1457023.125;1527708;4214374;3606976.75;3556068.25;3179200
P11655;51607.53;0;0;0;0;9288.75;8481.6953125;11519.1201171875;14619.3837890625;38082.87109375;58222.14453125;54089.10546875;55716.91796875;1147.53735351563;52034.5859375;50812.69140625;48828.56640625
P11709;51091.96;0;0;0;0;0;0;0;0;35369.74609375;62034.67578125;62214.44921875;57723.1484375;0;0;0;0
P11745;45815.85;104091.0859375;133901.9375;182436.953125;138693.515625;171061.921875;149217.0625;168729.5625;100828.140625;182077.890625;222603.609375;245387.875;243811.8125;294897.21875;246310.234375;228186.21875;199392.53125
P11746;32801.55;14998.51171875;10671.125;13504.2958984375;12064.5185546875;28903.50390625;12041.525390625;12389.794921875;20338.50390625;92155.796875;85463.609375;81673.4140625;72429.1171875;98078.71875;110447.578125;117697.5078125;112310.5625
P11747;19132.32;0;0;0;0;0;0;0;0;13628.646484375;9141.16796875;9432.15234375;10925.125;9666.6025390625;8079.064453125;20162.3515625;16728.111328125
P11792;91811.5;0;0;0;0;0;0;0;0;17104.15625;27538.337890625;4096.74072265625;15374.1630859375;70601.4765625;81033.265625;69624.875;63997.0625
P11938;92413.38;61589.7421875;64653.45703125;66972.3828125;62802.33984375;119545.2265625;108701;115293.2265625;105136.3125;117369.03125;139785.0625;143480.984375;132078.640625;456942.5;384046.78125;425735.875;403099.1875
P11978;152061.67;9725.9482421875;8009.7666015625;10988.4033203125;8927.3671875;22122.08203125;17404.71875;19863.642578125;26401.40625;72036.7109375;126134.671875;124882.4453125;111497.484375;171062.296875;150490.5;139861.78125;161792.828125
P12383;121793.65;3202.13110351563;1038.60791015625;2515.36352539063;2514.9619140625;0;0;0;0;0;0;0;0;221746.4375;163581.40625;146026.65625;169520.984375
P12385;49005.55;91067.40625;91330.359375;107386.3203125;111001.7421875;35279.609375;31418.54296875;34025.0625;63814.23828125;127339.484375;124383.9609375;121159.1171875;113532.15625;849902;849619.1875;709215.75;642881.4375
P12611;55346.06;19047.494140625;21384.443359375;21397.767578125;30098.041015625;0;0;0;0;0;0;0;0;100437.796875;71312.390625;63584.17578125;63874.09375
P12612;60480.65;34742.46484375;37273.29296875;46826.12890625;40150.34375;35852.25390625;28604.15234375;22978.572265625;33495.59765625;44391.4453125;81822.046875;93742.6953125;91731.09375;627978.3125;419391.53125;376788.0625;346113.875
P12684;115691.92;21094.4765625;17766.064453125;18567.525390625;18008.326171875;36972.1015625;26599.51953125;30186.462890625;38366.796875;146698.265625;196451.65625;142583.65625;177562.484375;153376.515625;171339.734375;212641.546875;215205.921875
P12686;38988.09;0;0;0;0;0;0;0;0;30440.169921875;46062.43359375;43544.24609375;37945.33203125;0;0;0;0
P12688;76479.81;2818.35229492188;2378.3798828125;223.157150268555;1513.1826171875;1074.09912109375;1430.05358886719;1906.60424804688;3582.74584960938;13807.4375;13910.5673828125;12124.244140625;13580.23828125;163414.21875;170383.21875;152363.203125;135497.5625
P12695;51818.08;286497.09375;287892.84375;324195.84375;279229.8125;206826.8125;182060.46875;188134.59375;228295.375;343880.15625;435135.03125;454572.6875;419507.375;794183.0625;757410.125;709468.0625;855584.9375
P12709;61299.24;428195.75;658058.4375;851329.1875;1124202.75;384348.625;649803.25;805025.1875;175346.984375;226603.6875;31766.060546875;48090.87109375;57826.484375;72396.46875;42956.453125;36417.91796875;45309.21875
P12754;70852.28;18614.2578125;20437.15625;21698.798828125;22934.072265625;28181.38671875;24432.904296875;26039.794921875;32713.09375;89083.390625;58431.41015625;52787.28125;61293.3515625;421203.875;358183.375;316431.5625;298742.09375
P12868;117477.52;4341.54736328125;7114.74072265625;6263.44775390625;6073.0048828125;9941.75390625;11103.8564453125;12000.08203125;7054.70166015625;14494.955078125;34054.80078125;31808.962890625;44363.69140625;31993.8515625;34575.6171875;31902.04296875;37883.80859375
