"Gene > Standard Name","Gene > Systematic Name","Gene > Name","Gene > Homologues > Homologue > Standard Name","Gene > Homologues > Homologue > Name","Gene > Homologues > Homologue . Organism . Short Name","Gene > Homologues > Homolog Gene Identifier","Gene > Homologues > Homologue > Cross References > Identifier","Gene > Homologues > Homologue > Diseases > Identifier","Gene > Homologues > Homologue > Diseases > Name","Gene > Homologues > Data Sets > Data Source > Name","Gene > Homologues > Algorithms","Gene > Homologues > Algorithms Match","Gene > Homologues > Algorithms Attempted"
"AGP2","YBR132C","high-Affinity Glutamine Permease","SLC7A3","solute carrier family 7 (cationic amino acid transporter, y+ system), member 3","H. sapiens","84889","300443","","","DiOPT","Ensembl Compara|InParanoid|SonicParanoid","3","9"
"AGP3","YFL055W","high-Affinity Glutamine Permease","SLC7A1","solute carrier family 7 (cationic amino acid transporter, y+ system), member 1","H. sapiens","6541","104615","","","DiOPT","SonicParanoid|Ensembl Compara|InParanoid","3","9"
"AGP3","YFL055W","high-Affinity Glutamine Permease","SLC7A14","solute carrier family 7, member 14","H. sapiens","57709","615720","615725","RETINITIS PIGMENTOSA 68; RP68","DiOPT","Ensembl Compara|InParanoid|SonicParanoid","3","9"
"AGP3","YFL055W","high-Affinity Glutamine Permease","SLC7A2","solute carrier family 7 (cationic amino acid transporter, y+ system), member 2","H. sapiens","6542","601872","","","DiOPT","Ensembl Compara|InParanoid|SonicParanoid","3","9"
"AGP3","YFL055W","high-Affinity Glutamine Permease","SLC7A3","solute carrier family 7 (cationic amino acid transporter, y+ system), member 3","H. sapiens","84889","300443","","","DiOPT","SonicParanoid|Ensembl Compara|InParanoid","3","9"
"AGP3","YFL055W","high-Affinity Glutamine Permease","SLC7A4","solute carrier family 7, member 4","H. sapiens","6545","603752","","","DiOPT","Ensembl Compara|InParanoid|SonicParanoid","3","9"
"AGX1","YFL030W","Alanine:Glyoxylate aminotrans(X)ferase","AGXT","alanine-glyoxylate aminotransferase","H. sapiens","189","604285","259900","HYPEROXALURIA, PRIMARY, TYPE I; HP1","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|Ensembl Compara|InParanoid","6","9"
"AHA1","YDR214W","Activator of Heat shock protein 90 ATPase","AHSA1","AHA1, activator of heat shock 90kDa protein ATPase homolog 1 (yeast)","H. sapiens","10598","608466","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|PANTHER|Ensembl Compara|InParanoid","7","9"
"AHP1","YLR109W","Alkyl HydroPeroxide reductase","PRDX5","peroxiredoxin 5","H. sapiens","25824","606583","","","DiOPT","OrthoInspector|OMA|OrthoFinder|PANTHER|Ensembl Compara|InParanoid","6","9"
"AI4","Q0065","","MT-CO1","mitochondrially encoded cytochrome c oxidase I","H. sapiens","4512","516030","","","DiOPT","Ensembl Compara|PANTHER|OrthoFinder","3","9"
"AI5_ALPHA","Q0070","","MT-CO1","mitochondrially encoded cytochrome c oxidase I","H. sapiens","4512","516030","","","DiOPT","OrthoInspector|OrthoFinder|PhylomeDB|PANTHER|Ensembl Compara","5","9"
"AIF1","YNR074C","Apoptosis-Inducing Factor","AIFM2","apoptosis-inducing factor, mitochondrion-associated, 2","H. sapiens","84883","605159","","","DiOPT","InParanoid|OrthoFinder","2","9"
"AIM10","YER087W","Altered Inheritance rate of Mitochondria","PARS2","prolyl-tRNA synthetase 2, mitochondrial (putative)","H. sapiens","25973","612036","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"AIM17","YHL021C","Altered Inheritance rate of Mitochondria","BBOX1","butyrobetaine (gamma), 2-oxoglutarate dioxygenase (gamma-butyrobetaine hydroxylase) 1","H. sapiens","8424","603312","","","DiOPT","Ensembl Compara|OrthoInspector|InParanoid|PANTHER","4","9"
"AIM2","YAL049C","Altered Inheritance rate of Mitochondria","CMBL","carboxymethylenebutenolidase homolog (Pseudomonas)","H. sapiens","134147","613379","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|Ensembl Compara|InParanoid","6","9"
"AIM22","YJL046W","Altered Inheritance rate of Mitochondria","LIPT1","lipoyltransferase 1","H. sapiens","51601","610284","616299","LIPOYLTRANSFERASE 1 DEFICIENCY; LIPT1D","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"AIM25","YJR100C","Altered Inheritance of Mitochondria","PLSCR1","phospholipid scramblase 1","H. sapiens","5359","604170","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|InParanoid","8","9"
"AIM25","YJR100C","Altered Inheritance of Mitochondria","PLSCR2","phospholipid scramblase 2","H. sapiens","57047","607610","","","DiOPT","OMA|OrthoFinder|SonicParanoid|Hieranoid|PANTHER|Ensembl Compara|InParanoid","7","9"
"AIM25","YJR100C","Altered Inheritance of Mitochondria","PLSCR3","phospholipid scramblase 3","H. sapiens","57048","607611","","","DiOPT","OrthoFinder|Hieranoid|SonicParanoid|PANTHER|Ensembl Compara|InParanoid","6","9"
"AIM25","YJR100C","Altered Inheritance of Mitochondria","PLSCR4","phospholipid scramblase 4","H. sapiens","57088","607612","","","DiOPT","OrthoFinder|SonicParanoid|Hieranoid|PANTHER|Ensembl Compara|InParanoid","6","9"
"AIM33","YML087C","Altered Inheritance rate of Mitochondria","CYB5R1","cytochrome b5 reductase 1","H. sapiens","51706","608341","","","DiOPT","OMA|OrthoFinder|SonicParanoid|Ensembl Compara|InParanoid","5","9"
"AIM33","YML087C","Altered Inheritance rate of Mitochondria","CYB5R3","cytochrome b5 reductase 3","H. sapiens","1727","613213","250800","METHEMOGLOBINEMIA DUE TO DEFICIENCY OF METHEMOGLOBIN REDUCTASE","DiOPT","OMA|OrthoFinder|SonicParanoid|Ensembl Compara|InParanoid","5","9"
"AIM45","YPR004C","Altered Inheritance rate of Mitochondria","ETFA","electron-transfer-flavoprotein, alpha polypeptide","H. sapiens","2108","608053","231680","MULTIPLE ACYL-CoA DEHYDROGENASE DEFICIENCY; MADD","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"AIM7","YDR063W","Altered Inheritance rate of Mitochondria","GMFB","glia maturation factor, beta","H. sapiens","2764","601713","","","DiOPT","OrthoFinder|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","6","9"
"AIM7","YDR063W","Altered Inheritance rate of Mitochondria","GMFG","glia maturation factor, gamma","H. sapiens","9535","604104","","","DiOPT","OrthoFinder|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","6","9"
"AIP1","YMR092C","Actin Interacting Protein","WDR1","WD repeat domain 1","H. sapiens","9948","604734","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"AKR1","YDR264C","AnKyrin Repeat containing","ZDHHC17","zinc finger, DHHC-type containing 17","H. sapiens","23390","607799","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|InParanoid","8","9"
"AKR2","YOR034C","AnKyrin Repeat-containing protein","ZDHHC13","zinc finger, DHHC-type containing 13","H. sapiens","54503","612815","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"AKR2","YOR034C","AnKyrin Repeat-containing protein","ZDHHC17","zinc finger, DHHC-type containing 17","H. sapiens","23390","607799","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"ALA1","YOR335C","ALAnyl-tRNA synthetase","AARS","alanyl-tRNA synthetase","H. sapiens","16","601065","613287","CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2N; CMT2N","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"ALA1","YOR335C","ALAnyl-tRNA synthetase","AARS","alanyl-tRNA synthetase","H. sapiens","16","601065","616339","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 29; EIEE29","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"ALA1","YOR335C","ALAnyl-tRNA synthetase","AARS2","alanyl-tRNA synthetase 2, mitochondrial","H. sapiens","57505","612035","614096","COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 8; COXPD8","DiOPT","PANTHER|PhylomeDB|OrthoFinder","3","9"
"ALA1","YOR335C","ALAnyl-tRNA synthetase","AARS2","alanyl-tRNA synthetase 2, mitochondrial","H. sapiens","57505","612035","615889","LEUKOENCEPHALOPATHY, PROGRESSIVE, WITH OVARIAN FAILURE; LKENP","DiOPT","PANTHER|PhylomeDB|OrthoFinder","3","9"
"ALD2","YMR170C","ALdehyde Dehydrogenase","ALDH1A1","aldehyde dehydrogenase 1 family, member A1","H. sapiens","216","100640","","","DiOPT","Ensembl Compara|PhylomeDB|OrthoFinder","3","9"
"ALD2","YMR170C","ALdehyde Dehydrogenase","ALDH1A2","aldehyde dehydrogenase 1 family, member A2","H. sapiens","8854","603687","","","DiOPT","Ensembl Compara|PhylomeDB|OrthoFinder","3","9"
"ALD2","YMR170C","ALdehyde Dehydrogenase","ALDH1A3","aldehyde dehydrogenase 1 family, member A3","H. sapiens","220","600463","615113","MICROPHTHALMIA, ISOLATED 8; MCOP8","DiOPT","Ensembl Compara|PhylomeDB|OrthoFinder","3","9"
"ALD2","YMR170C","ALdehyde Dehydrogenase","ALDH1B1","aldehyde dehydrogenase 1 family, member B1","H. sapiens","219","100670","","","DiOPT","Ensembl Compara|PhylomeDB|OrthoFinder","3","9"
"ALD2","YMR170C","ALdehyde Dehydrogenase","ALDH1L1","aldehyde dehydrogenase 1 family, member L1","H. sapiens","10840","600249","","","DiOPT","Ensembl Compara|PhylomeDB|OrthoFinder","3","9"
"ALD2","YMR170C","ALdehyde Dehydrogenase","ALDH2","aldehyde dehydrogenase 2 family (mitochondrial)","H. sapiens","217","100650","610251","ALCOHOL SENSITIVITY, ACUTE HANGOVER, SUSCEPTIBILITY TO, INCLUDED","DiOPT","Ensembl Compara|PhylomeDB|OrthoFinder","3","9"
"ALD3","YMR169C","ALdehyde Dehydrogenase","ALDH1A1","aldehyde dehydrogenase 1 family, member A1","H. sapiens","216","100640","","","DiOPT","Ensembl Compara|PhylomeDB|OrthoFinder","3","9"
"ALD3","YMR169C","ALdehyde Dehydrogenase","ALDH1A2","aldehyde dehydrogenase 1 family, member A2","H. sapiens","8854","603687","","","DiOPT","Ensembl Compara|PhylomeDB|OrthoFinder","3","9"
"ALD3","YMR169C","ALdehyde Dehydrogenase","ALDH1A3","aldehyde dehydrogenase 1 family, member A3","H. sapiens","220","600463","615113","MICROPHTHALMIA, ISOLATED 8; MCOP8","DiOPT","Ensembl Compara|PhylomeDB|OrthoFinder","3","9"
"ALD3","YMR169C","ALdehyde Dehydrogenase","ALDH1B1","aldehyde dehydrogenase 1 family, member B1","H. sapiens","219","100670","","","DiOPT","Ensembl Compara|PhylomeDB|OrthoFinder","3","9"
"ALD3","YMR169C","ALdehyde Dehydrogenase","ALDH1L1","aldehyde dehydrogenase 1 family, member L1","H. sapiens","10840","600249","","","DiOPT","Ensembl Compara|PhylomeDB|OrthoFinder","3","9"
"ALD3","YMR169C","ALdehyde Dehydrogenase","ALDH2","aldehyde dehydrogenase 2 family (mitochondrial)","H. sapiens","217","100650","610251","ALCOHOL SENSITIVITY, ACUTE HANGOVER, SUSCEPTIBILITY TO, INCLUDED","DiOPT","Ensembl Compara|PhylomeDB|OrthoFinder","3","9"
"ALD4","YOR374W","ALdehyde Dehydrogenase","ALDH1A1","aldehyde dehydrogenase 1 family, member A1","H. sapiens","216","100640","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PANTHER|Ensembl Compara|InParanoid","8","9"
"ALD4","YOR374W","ALdehyde Dehydrogenase","ALDH1A2","aldehyde dehydrogenase 1 family, member A2","H. sapiens","8854","603687","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PANTHER|Ensembl Compara|InParanoid","8","9"
"ALD4","YOR374W","ALdehyde Dehydrogenase","ALDH1A3","aldehyde dehydrogenase 1 family, member A3","H. sapiens","220","600463","615113","MICROPHTHALMIA, ISOLATED 8; MCOP8","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PANTHER|Ensembl Compara|InParanoid","8","9"
"ALD4","YOR374W","ALdehyde Dehydrogenase","ALDH1B1","aldehyde dehydrogenase 1 family, member B1","H. sapiens","219","100670","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PANTHER|Ensembl Compara|InParanoid","8","9"
"ALD4","YOR374W","ALdehyde Dehydrogenase","ALDH1L1","aldehyde dehydrogenase 1 family, member L1","H. sapiens","10840","600249","","","DiOPT","Ensembl Compara|OrthoFinder|PhylomeDB|PANTHER","4","9"
"ALD4","YOR374W","ALdehyde Dehydrogenase","ALDH1L2","aldehyde dehydrogenase 1 family, member L2","H. sapiens","160428","613584","","","DiOPT","Ensembl Compara|OrthoFinder|PANTHER","3","9"
"ALD4","YOR374W","ALdehyde Dehydrogenase","ALDH2","aldehyde dehydrogenase 2 family (mitochondrial)","H. sapiens","217","100650","610251","ALCOHOL SENSITIVITY, ACUTE HANGOVER, SUSCEPTIBILITY TO, INCLUDED","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PANTHER|Ensembl Compara|InParanoid","8","9"
"ALD5","YER073W","ALdehyde Dehydrogenase","ALDH1A1","aldehyde dehydrogenase 1 family, member A1","H. sapiens","216","100640","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"ALD5","YER073W","ALdehyde Dehydrogenase","ALDH1A2","aldehyde dehydrogenase 1 family, member A2","H. sapiens","8854","603687","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"ALD5","YER073W","ALdehyde Dehydrogenase","ALDH1A3","aldehyde dehydrogenase 1 family, member A3","H. sapiens","220","600463","615113","MICROPHTHALMIA, ISOLATED 8; MCOP8","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|InParanoid","8","9"
"ALD5","YER073W","ALdehyde Dehydrogenase","ALDH1B1","aldehyde dehydrogenase 1 family, member B1","H. sapiens","219","100670","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"ALD5","YER073W","ALdehyde Dehydrogenase","ALDH1L1","aldehyde dehydrogenase 1 family, member L1","H. sapiens","10840","600249","","","DiOPT","Ensembl Compara|PANTHER|PhylomeDB|OrthoFinder","4","9"
"ALD5","YER073W","ALdehyde Dehydrogenase","ALDH1L2","aldehyde dehydrogenase 1 family, member L2","H. sapiens","160428","613584","","","DiOPT","Ensembl Compara|OrthoFinder|PANTHER","3","9"
"ALD5","YER073W","ALdehyde Dehydrogenase","ALDH2","aldehyde dehydrogenase 2 family (mitochondrial)","H. sapiens","217","100650","610251","ALCOHOL SENSITIVITY, ACUTE HANGOVER, SUSCEPTIBILITY TO, INCLUDED","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|InParanoid","8","9"
"ALD6","YPL061W","ALdehyde Dehydrogenase","ALDH1A1","aldehyde dehydrogenase 1 family, member A1","H. sapiens","216","100640","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|PANTHER|Ensembl Compara|InParanoid","7","9"
"ALD6","YPL061W","ALdehyde Dehydrogenase","ALDH1A2","aldehyde dehydrogenase 1 family, member A2","H. sapiens","8854","603687","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|PANTHER|Ensembl Compara|InParanoid","7","9"
"ALD6","YPL061W","ALdehyde Dehydrogenase","ALDH1A3","aldehyde dehydrogenase 1 family, member A3","H. sapiens","220","600463","615113","MICROPHTHALMIA, ISOLATED 8; MCOP8","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|PANTHER|Ensembl Compara|InParanoid","7","9"
"ALD6","YPL061W","ALdehyde Dehydrogenase","ALDH1B1","aldehyde dehydrogenase 1 family, member B1","H. sapiens","219","100670","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|PANTHER|Ensembl Compara|InParanoid","7","9"
"ALD6","YPL061W","ALdehyde Dehydrogenase","ALDH1L1","aldehyde dehydrogenase 1 family, member L1","H. sapiens","10840","600249","","","DiOPT","Ensembl Compara|PANTHER|PhylomeDB|OrthoFinder","4","9"
"ALD6","YPL061W","ALdehyde Dehydrogenase","ALDH1L2","aldehyde dehydrogenase 1 family, member L2","H. sapiens","160428","613584","","","DiOPT","Ensembl Compara|PANTHER|OrthoFinder","3","9"
"ALD6","YPL061W","ALdehyde Dehydrogenase","ALDH2","aldehyde dehydrogenase 2 family (mitochondrial)","H. sapiens","217","100650","610251","ALCOHOL SENSITIVITY, ACUTE HANGOVER, SUSCEPTIBILITY TO, INCLUDED","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|PANTHER|Ensembl Compara|InParanoid","7","9"
"ALE1","YOR175C","Acyltransferase for Lyso-phosphatidylEthanolamine","MBOAT1","membrane bound O-acyltransferase domain containing 1","H. sapiens","154141","611732","","","DiOPT","OrthoInspector|OrthoFinder|SonicParanoid|Hieranoid|PANTHER|Ensembl Compara|InParanoid","7","9"
"ALE1","YOR175C","Acyltransferase for Lyso-phosphatidylEthanolamine","MBOAT2","membrane bound O-acyltransferase domain containing 2","H. sapiens","129642","611949","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PANTHER|Ensembl Compara|InParanoid","8","9"
"ALF1","YNL148C","ALpha tubulin Folding","TBCB","tubulin folding cofactor B","H. sapiens","1155","601303","","","DiOPT","Hieranoid|OrthoInspector|InParanoid","3","9"
"ALG1","YBR110W","Asparagine-Linked Glycosylation","ALG1","ALG1, chitobiosyldiphosphodolichol beta-mannosyltransferase","H. sapiens","56052","605907","608540","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ik; CDG1K","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"ALG11","YNL048W","Asparagine-Linked Glycosylation","ALG11","ALG11, alpha-1,2-mannosyltransferase","H. sapiens","440138","613666","613661","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ip; CDG1P","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"ALG12","YNR030W","Asparagine-Linked Glycosylation","ALG12","ALG12, alpha-1,6-mannosyltransferase","H. sapiens","79087","607144","607143","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ig; CDG1G","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"ALG13","YGL047W","Asparagine-Linked Glycosylation","ALG13","ALG13, UDP-N-acetylglucosaminyltransferase subunit","H. sapiens","79868","300776","300884","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Is; CDG1S","DiOPT","PhylomeDB|OrthoFinder","2","9"
"ALG14","YBR070C","Asparagine Linked Glycosylation","ALG14","ALG14, UDP-N-acetylglucosaminyltransferase subunit","H. sapiens","199857","612866","616227","MYASTHENIC SYNDROME, CONGENITAL, 15; CMS15","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"ALG2","YGL065C","Asparagine-Linked Glycosylation","ALG2","ALG2, alpha-1,3/1,6-mannosyltransferase","H. sapiens","85365","607905","616228","MYASTHENIC SYNDROME, CONGENITAL, 14; CMS14","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"ALG2","YGL065C","Asparagine-Linked Glycosylation","ALG2","ALG2, alpha-1,3/1,6-mannosyltransferase","H. sapiens","85365","607905","607906","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ii; CDG1I","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"ALG3","YBL082C","Asparagine Linked Glycosylation","ALG3","ALG3, alpha-1,3- mannosyltransferase","H. sapiens","10195","608750","601110","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Id; CDG1D","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"ALG5","YPL227C","Asparagine-Linked Glycosylation","ALG5","ALG5, dolichyl-phosphate beta-glucosyltransferase","H. sapiens","29880","604565","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"ALG6","YOR002W","Asparagine-Linked Glycosylation","ALG6","ALG6, alpha-1,3-glucosyltransferase","H. sapiens","29929","604566","603147","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ic; CDG1C","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"ALG7","YBR243C","Asparagine-Linked Glycosylation","DPAGT1","dolichyl-phosphate (UDP-N-acetylglucosamine) N-acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase)","H. sapiens","1798","191350","608093","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ij; CDG1J","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"ALG7","YBR243C","Asparagine-Linked Glycosylation","DPAGT1","dolichyl-phosphate (UDP-N-acetylglucosamine) N-acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase)","H. sapiens","1798","191350","614750","MYASTHENIC SYNDROME, CONGENITAL, 13; CMS13","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"ALG8","YOR067C","Asparagine-Linked Glycosylation","ALG8","ALG8, alpha-1,3-glucosyltransferase","H. sapiens","79053","608103","608104","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ih; CDG1H","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"ALG9","YNL219C","Asparagine-Linked Glycosylation","ALG9","ALG9, alpha-1,2-mannosyltransferase","H. sapiens","79796","606941","608776","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Il; CDG1L","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
